county_name,state,year,dem_margin,turnout,turnout_vpi,persuasion_vpi,county_vpi,partisanturnout_vpi
Eddy County,NM,2004,-0.3151,0.5564,105.23957757161459,132.00533647132596,237.24491404294054,-33.160990892815754
Sullivan County,NH,2016,-0.0265,0.6409999999999999,85.05718576454447,151.84176055046825,236.89894631501275,-2.2540154227604283
Lake County,IN,2008,0.3428,0.5995,94.5496570144822,141.52788015009185,236.07753716457404,32.4116224245645
Cass County,MO,2008,-0.1963,0.7165,65.05608541694394,164.44760012779358,229.50368554473752,-12.770509567346096
Cumberland County,ME,2016,0.2635,0.7273,61.04388275559561,162.81843347047297,223.86231622606857,16.085063106099444
Ingham County,MI,2016,0.2687,0.5697,96.27932247406713,127.48389816743116,223.7632206414983,25.870253948781837
Allegheny County,PA,2016,0.1645,0.6601,75.87326274443443,147.3677988099945,223.24106155442894,12.481151721459463
Yellowstone County,MT,2008,-0.0631,0.6666,73.98324184586359,147.92026911094382,221.90351095680742,-4.6683425604739925
Buchanan County,MO,2008,0.0014,0.5846,90.91007049851518,127.94265148745612,218.8527219859713,0.12727409869792125
Dane County,WI,2016,0.4717,0.7387,55.366688454246066,156.54859959979572,211.9152880540418,26.11646694386787
Platte County,MO,2008,-0.0638,0.7239,58.105102737515296,152.32516498813936,210.43026772565466,-3.7071055546534755
Ottawa County,MI,2016,-0.3047,0.6671,69.24131930388943,138.75678080365813,207.99810010754754,-21.09782999189511
Strafford County,NH,2004,0.1201,0.6351,74.97892278134073,130.5037000910379,205.48262287237864,9.004968626039021
Forsyth County,NC,2008,0.1048,0.6812,64.13632830147006,137.02271841912662,201.15904672059668,6.7214872059940625
Kalamazoo County,MI,2016,0.1276,0.6177,75.98113435364465,122.77973474239647,198.76086909604112,9.695192743525057
Washoe County,NV,2004,-0.0421,0.5845,81.443374327304,114.57719184100245,196.02056616830643,-3.428766059179498
Curry County,NM,2004,-0.2376,0.5789,81.88629012286395,112.57248378112186,194.45877390398581,-19.456182533192475
Scott County,IA,2004,0.026000000000000002,0.6947,57.65357361417838,131.19407892527573,188.8476525394541,1.498992913968638
Brown County,WI,2004,-0.0993,0.6989,56.54531797511359,131.2295003279685,187.7748183030821,-5.614950074928779
Rio Arriba County,NM,2004,0.307,0.5303,86.52308339210835,97.67873910870338,184.20182250081174,26.562586601377262
Cape Girardeau County,MO,2008,-0.3362,0.6691,60.530245209357446,122.42053653468044,182.95078174403787,-20.350268439385975
Broward County,FL,2012,0.3489,0.5326,85.12883688903284,97.01834067914031,182.14717756817316,29.70145119058356
Cumberland County,NC,2008,0.1767,0.5813,75.77640959205733,105.22095731925675,180.9973669113141,13.389691574916531
Cole County,MO,2008,-0.2691,0.7022,53.84471731400882,126.97587171827583,180.82058903228466,-14.489613429199773
Missoula County,MT,2008,0.2673,0.7085,51.05660845179349,124.09665271712406,175.15326116891754,13.647431439164398
Coos County,NH,2016,-0.0909,0.5992,70.16051342711094,104.87367112175683,175.03418454886778,-6.377590670524384
New Castle County,DE,2016,0.29600000000000004,0.597,70.33830410752682,104.20325681082608,174.5415609183529,20.820138015827943
Washoe County,NV,2016,0.0129,0.5729,74.02466823085055,99.27971716628247,173.30438539713302,0.9549182201779721
Christian County,MO,2008,-0.3581,0.7144,49.381144277996654,123.54134562301832,172.92248990101496,-17.683387765950602
Miami-Dade County,FL,2016,0.29600000000000004,0.4532,92.74062632694277,76.85690470339311,169.5975310303359,27.451225392775065
Providence County,RI,2016,0.2093,0.4941,84.61619466763224,82.63165407285841,167.24784874049064,17.71016954393543
Allen County,IN,2008,-0.0434,0.6131,64.31828162753517,101.9129277374287,166.23120936496386,-2.7914134226350265
Saint Francois County,MO,2008,-0.0456,0.5061,78.52218057478096,80.4557401131416,158.97792068792256,-3.580611434210012
Maricopa County,AZ,2012,-0.1069,0.4703,83.65878016584344,74.29090807310877,157.9496882389522,-8.943123599728663
Taos County,NM,2004,0.4935,0.6154,60.36948540153879,96.61071369275383,156.98019909429263,29.79234104565939
Waukesha County,WI,2016,-0.2649,0.769,36.264766863942725,120.70851064791407,156.9732775118568,-9.60653674225843
York County,ME,2016,0.0476,0.7024,45.887624244108196,108.28850100923552,154.1761252533437,2.1842509140195503
Johnson County,IA,2004,0.2927,0.6732,50.33188065162068,103.69173181137019,154.02361246299085,14.732141466729374
Black Hawk County,IA,2004,0.1149,0.6599,52.25271474556724,101.36642811052319,153.61914285609043,6.003836924265676
Racine County,WI,2004,-0.0416,0.7055,45.13003101048058,108.10622673294266,153.23625774342324,-1.877409290035992
Hillsborough County,NH,2012,0.0112,0.6592,51.655936541901795,99.92307729200549,151.57901383390728,0.5785464892693001
Maricopa County,AZ,2008,-0.1057,0.5701,64.88696068086513,86.038447162943,150.92540784380813,-6.858551743967444
Grafton County,NH,2004,0.1257,0.7006,44.180745215617804,103.4039455639436,147.5846907795614,5.553519673603159
Grant County,NM,2004,0.0717,0.5919,60.12852844794042,87.21339250241721,147.34192095035763,4.311215489717328
Saginaw County,MI,2016,-0.0114,0.6276,54.40944879846387,91.69181530259809,146.10126410106196,-0.6202677163024881
Montgomery County,PA,2016,0.2128,0.6807,46.13101909312191,98.36314923652361,144.4941683296455,9.816680863016341
Clark County,NV,2008,0.191,0.5741,61.511332205000194,82.92743217826366,144.43876438326384,11.748664451155037
Livingston County,MI,2016,-0.2956,0.718,40.41847545415734,102.91609116650604,143.33456662066337,-11.947701344248909
Durham County,NC,2008,0.5194,0.7927,29.525375897430948,112.90953081821901,142.43490671564996,15.335480241125634
Gallatin County,MT,2008,0.0338,0.7119,40.941917248527254,101.15741534647665,142.09933259500392,1.383836803000221
Buncombe County,NC,2008,0.1391,0.7206,39.58106009603081,102.1032993246121,141.68435942064292,5.505725459357886
Maricopa County,AZ,2004,-0.1464,0.4981,70.16420486995636,69.64667981801587,139.81088468797222,-10.272039592961612
Palm Beach County,FL,2012,0.17,0.5544,61.93089865461999,77.04536293427046,138.97626158889045,10.528252771285398
San Miguel County,NM,2004,0.4432,0.5765,57.9534035154578,78.9036337783219,136.8570372937797,25.684948438050895
Flathead County,MT,2008,-0.2155,0.6711,44.998297043648144,91.82837201652747,136.82666906017562,-9.697133012906175
Outagamie County,WI,2004,-0.09699999999999999,0.7084,39.46123675652856,95.84583600607947,135.30707276260802,-3.8277399653832695
Cheshire County,NH,2004,0.1929,0.6838,42.09818081410431,91.0230341536773,133.1212149677816,8.120739079040721
Newton County,MO,2008,-0.401,0.6255,49.84323223546927,83.2610400535428,133.10427228901207,-19.98713612642318
Winnebago County,WI,2004,-0.0632,0.7133,37.90088144742348,94.29825304602574,132.1991344934492,-2.395335707477164
Cascade County,MT,2008,0.0228,0.5698,56.133910349673954,74.33825385279027,130.47216420246423,1.279853155972566
Saint Joseph County,IN,2008,0.1706,0.6178,49.65750182975242,80.26243049617125,129.91993232592367,8.471569812155764
Muskegon County,MI,2016,0.0151,0.5879,53.208861522184094,75.91211273695166,129.12097425913575,0.8034538089849799
Johnson County,MO,2008,-0.1224,0.5631,56.13877100358923,72.36100780847929,128.4997788120685,-6.871385570839321
Cibola County,NM,2004,0.0582,0.3831,78.52591747268121,48.757965178136025,127.28388265081723,4.570208396910047
Bernalillo County,NM,2016,0.1774,0.5226,60.478658390654125,66.2169707043524,126.69562909500652,10.728913998502042
Hillsborough County,FL,2012,0.0668,0.5527,56.33170111589366,69.61418287475149,125.94588399064516,3.762957634541696
Providence County,RI,2004,0.2705,0.5382,57.92220321320479,67.50482716490973,125.42703037811452,15.667955969171896
Kenosha County,WI,2004,0.0591,0.6598,41.94865173427657,81.34709110796938,123.29574284224594,2.479165317495745
Rock County,WI,2004,0.1671,0.6977,37.11006016866149,85.65882327521678,122.76888344387827,6.201091054183335
St. Clair County,MI,2016,-0.3141,0.6205,46.367944386005306,75.8294812240093,122.19742561001462,-14.564171331644266
Gaston County,NC,2008,-0.2503,0.5724,51.99230811280664,69.61284922327971,121.60515733608634,-13.013674720635503
Jackson County,MI,2016,-0.2009,0.5584,53.56757950189846,67.73548149744622,121.30306099934467,-10.7617267219314
New Hanover County,NC,2008,-0.0139,0.6890000000000001,37.477878115516575,83.02620159547702,120.5040797109936,-0.5209425058056804
Hamilton County,IN,2008,-0.2223,0.7309,32.21371620214777,87.49960156397846,119.71331776612624,-7.161109111737449
Lincoln County,MO,2008,-0.1142,0.647,42.112271301583284,77.17852055659816,119.29079185818144,-4.809221382640811
Orange County,FL,2012,0.1821,0.5047,58.74885223713246,59.862312279837845,118.6111645169703,10.698165992381822
Broward County,FL,2016,0.3514,0.5507,53.22503192755762,65.23252172495992,118.45755365251755,18.70327621934375
Cass County,ND,2008,0.0708,0.6829,37.560157324205015,80.88129035570758,118.4414476799126,2.659259138553715
Sussex County,DE,2004,-0.2174,0.5584,52.253219399528064,66.08490394778299,118.33812334731105,-11.359849897457401
Penobscot County,ME,2016,-0.1091,0.6499,41.12108802347661,76.32143682100765,117.44252484448425,-4.486310703361299
Berrien County,MI,2016,-0.1271,0.6007,46.542928766353775,70.02388833822563,116.56681710457941,-5.915606246203565
New Castle County,DE,2012,0.3407,0.5959,46.971808506467916,69.27757596612624,116.24938447259416,16.00329515815362
Rockingham County,NH,2012,-0.0456,0.73,30.619652643224544,82.79982010402958,113.41947274725412,-1.3962561605310393
Taney County,MO,2008,-0.3717,0.6265,42.32856779231515,70.9976844729572,113.32625226527236,-15.73352864840354
Monroe County,MI,2016,-0.2209,0.6367,41.1641033415311,72.14994855945956,113.31405190099065,-9.093150428144222
Woodbury County,IA,2004,-0.0225,0.6268,41.739677276799384,70.10013441946224,111.83981169626162,-0.9391427387279861
Bucks County,PA,2016,0.0078,0.6923,34.3221132518313,77.20502173177682,111.52713498360812,0.2677124833642841
Providence County,RI,2008,0.3443,0.5886,45.492271549313685,65.07365698666051,110.5659285359742,15.662989094428701
Ramsey County,MN,2016,0.3912,0.6565,37.95004184900682,72.51997929691592,110.47002114592273,14.84605637133147
Dubuque County,IA,2004,0.1373,0.6815,34.866866270135056,74.6175047741772,109.48437104431227,4.787220738889543
Hennepin County,MN,2004,0.1989,0.8051,21.320634165307233,88.07389405439083,109.39452821969807,4.240674135479608
Callaway County,MO,2008,-0.1971,0.5882,44.33750338047628,63.31915905197592,107.65666243245221,-8.738921916291874
Luna County,NM,2004,-0.1085,0.4665,56.540223544353815,49.448274288444885,105.9884978327987,-6.134614254562389
Pottawattamie County,IA,2004,-0.183,0.6285,39.20975953952045,66.33301553166444,105.54277507118489,-7.175385995732242
Camden County,MO,2008,-0.2847,0.6889,32.76236390676483,72.5347004449761,105.29706435174093,-9.327445004255948
Pulaski County,MO,2008,-0.2869,0.4679,55.90936563463119,49.158293348151695,105.06765898278289,-16.040397000575688
Phelps County,MO,2008,-0.2218,0.6104,40.66046303803454,63.70259374009151,104.36305677812605,-9.018490701836061
Story County,IA,2004,0.0555,0.6797,33.36953564694301,70.82500740124058,104.19454304818359,1.8520092284053369
Belknap County,NH,2004,-0.1189,0.6833,32.94898667806826,71.10218291763537,104.05116959570364,-3.917634516022316
Bernalillo County,NM,2012,0.1636,0.5258,49.15610387699351,54.4945680925157,103.6506719695092,8.041938594276138
Lincoln County,NM,2004,-0.3603,0.5727,43.80206675412621,58.70232377664193,102.50439053076813,-15.781884651511673
Butler County,MO,2008,-0.3743,0.5558,45.41243139502253,56.82043267135026,102.2328640663728,-16.997873071156935
Marathon County,WI,2004,-0.0807,0.7098,29.61162691310535,72.43944200708232,102.05106892018767,-2.3896582918876015
Honolulu County,HI,2016,0.2987,0.3619,65.0158254132997,36.87990922344825,101.89573463674795,19.42022705095262
Minnehaha County,SD,2008,0.0073,0.6291,37.76854956815336,64.06528396255663,101.83383353071,0.27571041184751954
Washington County,WI,2004,-0.4058,0.7575,24.69107944107753,77.131151558607,101.82223099968454,-10.019640037189262
Onslow County,NC,2008,-0.2147,0.4116,59.19591259037973,41.40629214421827,100.602204734598,-12.709362433154528
Calhoun County,MI,2016,-0.1246,0.5726,42.74771198368475,57.260722062697546,100.00843404638229,-5.3263649131671205
Brown County,WI,2016,-0.1073,0.6516,34.826618595750276,65.13024068932367,99.95685928507393,-3.736896175324005
Scott County,MO,2008,-0.2943,0.5989,39.56914892570556,59.07515972625215,98.64430865195772,-11.645200528835147
Delaware County,PA,2016,0.2229,0.6805,31.517100089233903,67.12298505390157,98.64008514313548,7.025161609890237
Union County,NC,2008,-0.2664,0.7212,27.449411566076304,71.00424843940816,98.45366000548445,-7.312523241202728
Wayne County,MI,2004,0.3958,0.6235,36.861921477897866,61.050560766532534,97.91248224443041,14.589948520951975
Pinellas County,FL,2012,0.0563,0.6025,38.80290395257219,58.81303119265426,97.61593514522644,2.1846034925298143
Providence County,RI,2012,0.3492,0.4849,50.224820683651245,47.281299231491,97.50611991514225,17.538507382731016
Lewis and Clark County,MT,2008,0.0653,0.7171,27.239294046262337,69.05508700414758,96.29438105040992,1.7787259012209304
Cuyahoga County,OH,2004,0.3366,0.7044,28.018609234025064,66.77315344556901,94.79176267959407,9.431063868172837
Davidson County,NC,2008,-0.3352,0.6025,37.31209788881721,56.564048394371525,93.87614628318873,-12.50701521233153
Pettis County,MO,2008,-0.2244,0.6361,34.13879612051307,59.67161368554306,93.81040980605613,-7.660745849443133
Howell County,MO,2008,-0.3081,0.5955,37.904321390981494,55.80777182837835,93.71209321935984,-11.678321420561398
Pitt County,NC,2008,0.0878,0.6647,31.15678529251219,61.76261938385438,92.91940467636657,2.7355657486825704
Kent County,DE,2004,-0.1376,0.5132,45.12955761627207,47.58174282623432,92.71130044250638,-6.209827127999037
Lancaster County,PA,2016,-0.1912,0.596,37.21973736943331,54.90102986849838,92.12076723793169,-7.1164137850356495
La Crosse County,WI,2004,0.0786,0.7205,25.650069982348803,66.13522338782627,91.78529337017507,2.016095500612616
Cabarrus County,NC,2008,-0.1843,0.7015,27.375181613822857,64.3276766228345,91.70285823665735,-5.045245971427552
Palm Beach County,FL,2016,0.1544,0.5674,39.58969099044651,51.93285010672041,91.52254109716692,6.112648288924942
Pima County,AZ,2016,0.1383,0.5184,44.01008257190917,47.38093561198858,91.39101818389776,6.086594419695039
Catawba County,NC,2008,-0.2496,0.6298,33.666582455925855,57.28160459948815,90.94818705541401,-8.403178980999092
Kennebec County,ME,2016,-0.0358,0.6921,27.915034589933487,62.74012526751023,90.65515985744372,-0.9993582383196188
Vanderburgh County,IN,2008,0.0246,0.5819,37.825828810982266,52.64728397579737,90.47311278677964,0.9305153887501637
Sheboygan County,WI,2004,-0.1094,0.7432,23.027480977140808,66.65569661166828,89.68317758880907,-2.5192064188992043
Chester County,PA,2016,0.0936,0.6844,28.232662660777265,61.223241164866664,89.45590382564393,2.6425772250487523
Iredell County,NC,2008,-0.2437,0.6812,28.23459950546828,60.34235296407182,88.5769524695401,-6.88077189948262
New Castle County,DE,2008,0.4062,0.6831,27.946573401230435,60.239551033333655,88.18612443456409,11.351898115579802
Lawrence County,MO,2008,-0.3706,0.6223,33.09336308197572,54.523101762213315,87.61646484418903,-12.2644003581802
Elkhart County,IN,2008,-0.1119,0.5534,39.102418330483985,48.445318048090655,87.54773637857464,-4.375560611181158
Johnston County,NC,2008,-0.2369,0.6743,28.288210026540213,58.573205768698074,86.86141579523829,-6.701476955287377
Duval County,FL,2012,-0.036000000000000004,0.609,33.945159097598584,52.8718020945603,86.81696119215889,-1.222025727513549
Multnomah County,OR,2004,0.4443,0.7268,23.63109895513374,62.87953431568147,86.5106332708152,10.49929726576592
Hillsborough County,NH,2008,0.0375,0.7054,25.447274878873163,60.92655364762481,86.37382852649797,0.9542728079577436
Los Alamos County,NM,2004,-0.0539,0.8447,13.40241650014745,72.91878403894606,86.32120053909351,-0.7223902493579476
Roosevelt County,NM,2004,-0.408,0.5449,38.85268068021364,46.52422909477812,85.37690977499176,-15.851893717527163
Laclede County,MO,2008,-0.3515,0.6202,32.30355316884875,52.74029432345368,85.04384749230243,-11.354698938850335
Allegan County,MI,2016,-0.2892,0.6382,30.747672033565255,54.231548011776255,84.9792200453415,-8.892226752107073
Philadelphia County,PA,2004,0.6114,0.6237,31.675706706136765,52.495659154819535,84.1713658609563,19.36652708013202
Alamance County,NC,2008,-0.0923,0.6319,30.91430078181761,53.076890192954174,83.99119097477178,-2.853389962161765
Dakota County,MN,2016,0.0471,0.7358,22.066657535813004,61.44775450397124,83.51441203978425,1.0393395699367924
Barry County,MO,2008,-0.3502,0.5751,35.46279282135663,47.99160318602222,83.45439600737885,-12.419070046039092
Hillsborough County,FL,2016,0.0686,0.5617,36.56513871150387,46.861977369027194,83.42711608053106,2.508368515609165
Carroll County,NH,2004,-0.0459,0.7456,21.195486318997872,62.12910416439115,83.32459048338902,-0.9728728220420024
Eaton County,MI,2016,-0.0475,0.6563,28.623556083224106,54.65442693095172,83.27798301417583,-1.359618913953145
Webster County,MO,2008,-0.2902,0.6439,29.639173669378923,53.6022030668246,83.24137673620352,-8.601288198853764
District of Columbia,DC,2004,0.7984,0.5291,39.1378793977172,43.98112530173643,83.11900469945363,31.247682911137414
Rowan County,NC,2008,-0.2284,0.612,32.19517984681314,50.77328734135563,82.96846718816877,-7.353379077012121
Socorro County,NM,2004,0.0419,0.6224,31.024835863315083,51.128460613536255,82.15329647685134,1.299940622672902
Bay County,MI,2016,-0.1262,0.6345,29.668601688083022,51.500819542893744,81.16942123097677,-3.7441775330360776
Stone County,MO,2008,-0.3733,0.6648,27.079665195718494,53.703796873077444,80.78346206879594,-10.108839017561715
Porter County,IN,2008,0.07200000000000001,0.6208,30.61577594858135,50.111731770308005,80.72750771888936,2.2043358682978575
Lafayette County,MO,2008,-0.153,0.6741,26.299686941261154,54.4018446386212,80.70153157988236,-4.023852102012956
Eau Claire County,WI,2004,0.0977,0.7315,21.662968353489564,59.00505952991701,80.66802788340658,2.1164720081359305
Randolph County,NC,2008,-0.4228,0.5967,32.40797237660635,47.95832259645559,80.36629497306194,-13.702090720829165
Orange County,FL,2016,0.2465,0.5331,37.50918416798931,42.832926224383975,80.34211039237329,9.246013897409364
Tippecanoe County,IN,2008,0.1163,0.5781,33.863181045986174,46.396537629644435,80.25971867563061,3.938287955648192
Mecklenburg County,NC,2012,0.2241,0.6174,30.58018286294101,49.357279800284125,79.93746266322513,6.85301897958508
Fond du Lac County,WI,2004,-0.2654,0.7073,23.35636896521275,56.44952535722856,79.8058943224413,-6.198780323367464
Androscoggin County,ME,2016,-0.0938,0.6641,26.65185511039036,52.68870385752229,79.34055896791266,-2.499944009354616
Franklin County,OH,2004,0.0923,0.6584,27.02915638837544,52.10626153924944,79.13541792762487,2.494791134647053
Walworth County,WI,2004,-0.1977,0.6577,26.84215589380698,51.56410184509191,78.40625773889889,-5.30669422020564
Wake County,NC,2012,0.1144,0.6852,24.57187688235174,53.48343404190869,78.05531092426043,2.811022715341039
York County,PA,2016,-0.2884,0.6023,30.797066732043056,46.64833985146486,77.44540658350792,-8.881874045521217
King County,WA,2004,0.3126,0.6929,23.561505532617332,53.164694301411366,76.7261998340287,7.3653266294961774
Honolulu County,HI,2012,0.3905,0.3887,46.71388271264186,29.697456759312924,76.41133947195479,18.24177119928665
Cook County,IL,2004,0.41100000000000003,0.6001,30.307149283578383,45.47364866475768,75.78079794833606,12.456238355550717
Racine County,WI,2016,-0.0435,0.6303,27.883816440069808,47.534133051179694,75.4179494912495,-1.2129460151430365
Dunklin County,MO,2008,-0.2129,0.5127,36.64259186171227,38.55321086317711,75.19580272488938,-7.8012078073585425
Lenawee County,MI,2016,-0.2107,0.5948,30.428811607152483,44.65893027126858,75.08774187842107,-6.411350605627028
Orange County,NC,2008,0.4477,0.8285,12.792295105010169,61.784063592283154,74.57635869729332,5.727110518513053
Stoddard County,MO,2008,-0.3976,0.5864,30.65183451235085,43.462485758879176,74.11432027123003,-12.187169402110698
Allegheny County,PA,2004,0.1503,0.6812,23.527641242403835,50.26832656449445,73.79596780689829,3.5362044787332962
Polk County,MO,2008,-0.3215,0.6122,28.439711311684025,44.888076265975585,73.3277875776596,-9.143367186706413
Hawaii County,HI,2004,0.2268,0.4698,38.821901349072576,34.405930940040946,73.22783228911352,8.804807225969661
Warren County,MO,2008,-0.1265,0.6986,22.019638200415415,51.045971812720715,73.06561001313612,-2.78548423235255
Torrance County,NM,2004,-0.252,0.581,30.562459006410098,42.37586208282772,72.93832108923782,-7.701739669615344
Sullivan County,NH,2004,0.0593,0.6609999999999999,24.614326187444455,48.00024757991583,72.61457376736028,1.4596295429154562
Berks County,PA,2016,-0.0988,0.5717,30.922416668720015,41.27914685720218,72.2015635259222,-3.0551347668695374
Robeson County,NC,2008,0.1378,0.4696,38.035427534664656,33.678954114634756,71.71438164929941,5.24128191427679
Dodge County,WI,2004,-0.2371,0.6588,24.43669682247172,47.189572295008766,71.62626911748049,-5.793940816608045
Grand Traverse County,MI,2016,-0.125,0.7025,21.23532669073317,50.15149554331778,71.38682223405095,-2.6544158363416464
Outagamie County,WI,2016,-0.1257,0.6671,23.65016648202013,47.400316586618246,71.05048306863837,-2.9728259267899304
Sussex County,DE,2016,-0.22,0.5946,28.75375042147709,42.16751844307054,70.92126886454763,-6.32582509272496
Washoe County,NV,2012,0.037000000000000005,0.5679,30.361411829286855,39.90975515664072,70.27116698592758,1.1233722376836137
Anoka County,MN,2016,-0.096,0.7056,20.577192003635,49.31909774087752,69.89628974451252,-1.9754104323489599
