county_name,state,year,dem_margin,turnout,turnout_vpi,persuasion_vpi,county_vpi,partisanturnout_vpi
McKenzie County,ND,2008,-0.2972,0.6526,1.6364477878995427,3.074709857541355,4.711157645440898,-0.48635228256374413
Butler County,PA,2012,-0.348,0.6173,1.8012383550324913,2.9055564804441785,4.7067948354766695,-0.626830947551307
Itasca County,MN,2004,0.1061,0.7049,1.3889402332324283,3.3170936649195903,4.706033898152018,0.14736655874596064
Mercer County,WV,2012,-0.47,0.4322,2.6692740430871194,2.0315765339540683,4.700850577041188,-1.254558800250946
Carbon County,WY,2004,-0.3674,0.6031,1.8630387763644505,2.830555049448522,4.693593825812973,-0.6844804464362991
Forsyth County,GA,2012,-0.6268,0.6206,1.780706022324231,2.912311504849622,4.693017527173853,-1.116146534792828
Coweta County,GA,2008,-0.4118,0.6503,1.6407206563563734,3.0516116295796407,4.692332285936014,-0.6756487662875545
Mississippi County,AR,2004,0.10400000000000001,0.4283,2.6811472900366167,2.00858975205845,4.689737042095067,0.27883931816380814
Greene County,MO,2016,-0.2732,0.5625,2.0500785810933104,2.6363136616441736,4.686392242737484,-0.5600814683546924
Montgomery County,TX,2016,-0.5106,0.5007,2.339894497481061,2.346154517255198,4.686049014736259,-1.19475013041383
Waldo County,ME,2008,0.1164,0.7283,1.2721422846630377,3.4105900515199234,4.682732336182961,0.14807736193477758
McHenry County,IL,2004,-0.2038,0.6068,1.8392403390980598,2.8389606102750395,4.6782009493731,-0.3748371811081846
El Paso County,TX,2012,0.3231,0.293,3.307431868962136,1.3707127233282965,4.678144592290432,1.0686312368616662
Linn County,OR,2016,-0.2638,0.6251,1.7533440289550886,2.9240991802156793,4.677443209170768,-0.4625321548383523
Navajo County,AZ,2008,-0.1168,0.4839,2.406307077006795,2.2566023145211074,4.6629093915279025,-0.28105666659439366
Edgecombe County,NC,2012,0.36200000000000004,0.6366,1.6932548650576418,2.9656149493723842,4.658869814430026,0.6129582611508664
Kalamazoo County,MI,2012,0.1325,0.6251,1.7463311605585947,2.911336513053516,4.657667673612111,0.23138887877401382
Lake County,MT,2004,-0.1817,0.6059,1.8349041103934005,2.8213417401036076,4.656245850497008,-0.3334020768584809
Hamilton County,TN,2016,-0.1644,0.5043,2.3063896612536556,2.3463780004415637,4.652767661695219,-0.379170460310101
Winnebago County,IL,2004,-0.0086,0.5791,1.9584585790002687,2.6942257174996613,4.65268429649993,-0.01684274377940231
Douglas County,GA,2008,0.0184,0.6749,1.5122713367972307,3.1390301105928273,4.6513014473900585,0.027825792597069045
Spotsylvania County,VA,2016,-0.1665,0.6326,1.7078828732456077,2.94028310686556,4.648165980111168,-0.2843624983953937
Goodhue County,MN,2004,-0.0403,0.7509,1.1567014762105208,3.486031705637168,4.642733181847689,-0.04661506949128399
Grant County,NM,2012,0.1342,0.5589,2.0477017382726252,2.5947208630125127,4.642422601285138,0.2748015732761863
Fall River County,SD,2008,-0.2652,0.6528,1.6113351041332276,3.029405435164592,4.64074053929782,-0.42732606961613195
Durham County,NC,2004,0.364,0.6349,1.6934022855063129,2.945296205952235,4.638698491458548,0.6163984319242979
Grand Traverse County,MI,2004,-0.19899999999999998,0.7032,1.3762936224833537,3.261125408645152,4.6374190311285055,-0.27388243087418734
Jones County,MS,2012,-0.3805,0.5925,1.8890008286862598,2.7471490014634443,4.636149830149704,-0.7187648153151219
Lyon County,NV,2008,-0.1791,0.5795,1.9453347037879303,2.6807426877994054,4.626077391587335,-0.34840944544841834
San Miguel County,NM,2012,0.5689,0.5004,2.310954692053696,2.3145746715556506,4.625529363609346,1.3147021243093475
McHenry County,ND,2008,-0.1627,0.5922,1.8844630581763595,2.7360954017752914,4.620558459951651,-0.3066021395652937
Lincoln County,MT,2012,-0.3943,0.5622,2.02245246458586,2.5970825379413975,4.6195350025272575,-0.7974530067862046
Dickey County,ND,2008,-0.1836,0.6429,1.647772686085699,2.9671233247728734,4.614896010858573,-0.30253106516533435
Buncombe County,NC,2004,-0.0059,0.6113,1.7935387571827224,2.820716550470695,4.614255307653417,-0.010581878667378062
Halifax County,NC,2012,0.3226,0.6214,1.7468013013747243,2.867428157521964,4.614229458896688,0.5635180998234861
Riverside County,CA,2008,0.0231,0.5427,2.109730823281653,2.5035962868068595,4.6133271100885125,0.048734782017806184
Meeker County,MN,2016,-0.4,0.7070000000000001,1.3516700578107401,3.260894058148008,4.612564115958748,-0.5406680231242961
Montgomery County,AL,2012,0.2425,0.5892,1.8934405254437405,2.71604961225604,4.6094901376997806,0.45915932742010707
Pender County,NC,2012,-0.2032,0.5851,1.9121685297543798,2.6967832516408303,4.60895178139521,-0.38855264524608996
Washington County,ME,2012,0.0157,0.6139,1.7795782114203198,2.829095569699983,4.608673781120303,0.02793937791929902
Hendricks County,IN,2012,-0.3475,0.6037,1.8258796742661376,2.781461561521543,4.607341235787681,-0.6344931868074828
Douglas County,OR,2012,-0.2737,0.5796,1.9364420039534282,2.669488779109602,4.60593078306303,-0.5300041764820533
Gadsden County,FL,2012,0.4058,0.6268,1.717715797588172,2.8854909643279574,4.603206761916129,0.6970490706612802
Hall County,NE,2012,-0.2711,0.4599,2.4819730372244684,2.1132132063644837,4.595186243588952,-0.6728628903915534
Indian River County,FL,2008,-0.1483,0.7075,1.3383515366265144,3.237793389835234,4.576144926461748,-0.19847753288171208
Bannock County,ID,2016,-0.2046,0.5409,2.099616359528621,2.473411135514644,4.573027495043265,-0.42958150715955584
Mercer County,NJ,2012,0.36700000000000005,0.5404,2.101332241178649,2.4709907377591245,4.572322978937773,0.7711889325125643
Dorchester County,SC,2016,-0.1747,0.5347,2.127034409790593,2.4446556066969403,4.571690016487533,-0.3715929113904166
Craighead County,AR,2008,-0.245,0.45899999999999996,2.472634365156351,2.0974755805780227,4.570109945734374,-0.6057954194633061
Richland County,ND,2004,-0.2974,0.6497,1.5990478669763923,2.9652772521921134,4.5643251191685055,-0.4755568356387791
San Mateo County,CA,2004,0.4023,0.6375,1.6545247367675024,2.909133826362775,4.563658563130278,0.6656153016015662
Richland County,OH,2008,-0.1359,0.6348,1.6663661433785866,2.896556932445638,4.562923075824225,-0.2264591588851499
Hancock County,WV,2008,-0.1523,0.5512,2.046858181071262,2.513652127613755,4.560510308685017,-0.31173650097715316
Wood County,OH,2008,0.0713,0.6759999999999999,1.4770440507585754,3.0813769978318817,4.558421048590457,0.10531324081908643
Lincoln County,WY,2004,-0.6392,0.6954,1.3862800341088848,3.165326079035694,4.551606113144579,-0.8861101978023992
Union County,AR,2004,-0.1924,0.556,2.0206529279875793,2.5307123902145325,4.551365318202112,-0.38877362334481025
Miller County,AR,2004,-0.1573,0.4581,2.4640101233122884,2.0830976033854256,4.547107726697714,-0.38758879239702293
Rutherford County,TN,2012,-0.2472,0.4842,2.34237304196127,2.1987872183298447,4.5411602602911145,-0.5790346159728259
Gloucester County,NJ,2008,0.1216,0.6632,1.5277077473655531,3.0081668015136147,4.535874548879168,0.18576926207965128
Saline County,AR,2012,-0.42700000000000005,0.5546,2.0127902919935825,2.505778290659524,4.518568582653106,-0.8594614546812598
Osceola County,FL,2004,-0.0545,0.5182,2.1756346258937453,2.3399650506596723,4.515599676553418,-0.11857208711120912
Cass County,MO,2004,-0.2391,0.6314,1.66441959557391,2.851107630166644,4.515527225740554,-0.3979627253017219
Douglas County,NV,2008,-0.1545,0.7299,1.2190200612715465,3.2949915020312117,4.514011563302758,-0.18833859946645393
Saint Joseph County,IN,2004,-0.0241,0.5668,1.954691405397957,2.557538616205559,4.512230021603516,-0.04710806287009076
Plymouth  County,MA,2016,0.0743,0.6762,1.4586858292277411,3.046323399583294,4.505009228811035,0.10838035711162118
Kern County,CA,2004,-0.3401,0.4791,2.345030026796768,2.1566379855447915,4.501668012341559,-0.7975447121135808
Washington County,MD,2004,-0.2855,0.5318,2.1061903789021734,2.392671277784455,4.498861656686628,-0.6013173531765704
Montgomery County,AL,2004,0.0119,0.5456,2.044077466641634,2.454645300173096,4.49872276681473,0.024324521853035446
Converse County,WY,2008,-0.5491,0.6773,1.4506047489756613,3.0441936355374075,4.494798384513069,-0.7965270676625357
Somerset County,NJ,2008,0.0611,0.7252,1.235197344332335,3.2594694401425364,4.494666784474871,0.07547055773870567
Genesee County,MI,2008,0.325,0.6936,1.3768800648994541,3.1171989699382303,4.494079034837685,0.4474860210923226
Madison County,IL,2004,0.0325,0.6114,1.7440521296842362,2.7442161687372706,4.488268298421507,0.05668169421473768
Sandusky County,OH,2004,-0.1219,0.6406,1.6128527306753433,2.8751111530974693,4.487963883772813,-0.19660674786932433
Santa Clara County,CA,2012,0.4283,0.4578,2.429130889430422,2.0511306038578314,4.480261493288253,1.0403967599430497
Carroll County,GA,2008,-0.3294,0.5541,1.994953562469784,2.4788325209332607,4.473786083403045,-0.657137703477547
Preston County,WV,2008,-0.2645,0.502,2.224829315068726,2.2425123444082176,4.4673416594769435,-0.588467353835678
Williamson County,TX,2016,-0.09699999999999999,0.5212,2.1387827633086274,2.328371933611082,4.467154696919709,-0.20746192804093683
San Bernardino County,CA,2008,0.0632,0.5253,2.1192648482793413,2.345153554948718,4.464418403228059,0.1339375384112544
Olmsted County,MN,2008,0.0328,0.77,1.0260136111956337,3.435169038884856,4.46118265008049,0.03365324644721679
Riley County,KS,2008,-0.0703,0.4249,2.564638361940187,1.8947246340766666,4.4593629960168535,-0.18029407684439516
Garfield County,CO,2004,-0.0918,0.6273,1.6619145232834152,2.796996182118737,4.458910705402152,-0.15256375323741753
Douglas County,KS,2004,0.1614,0.568,1.9259226987950977,2.532138121407387,4.458060820202484,0.31084392358552876
Muscatine County,IA,2012,0.1588,0.623,1.6797444731741835,2.775357561307923,4.455102034482106,0.2667434223400603
Twin Falls County,ID,2016,-0.4551,0.4968,2.2399559427503037,2.2112366609517737,4.4511926037020775,-1.0194039495456633
Craven County,NC,2016,-0.2149,0.5864,1.8396580577493,2.60808277900265,4.44774083675195,-0.3953425166103246
Bronx County,NY,2008,0.7778,0.4976,2.233973288423461,2.21298796764209,4.446961256065551,1.737584423735768
Bon Homme County,SD,2008,-0.1087,0.5685,1.9167411653312332,2.5251673028741353,4.441908468205368,-0.20834976467150507
Lehigh County,PA,2008,0.1555,0.6215,1.6809195909123638,2.7605485963807417,4.441468187293106,0.26138299638687257
Scotts Bluff County,NE,2008,-0.3369,0.551,1.9939859244514948,2.44659830630325,4.4405842307547445,-0.6717738579477086
Leavenworth County,KS,2008,-0.1156,0.5678,1.9178762461206522,2.52006532949963,4.4379415756202825,-0.22170649405154738
Curry County,NM,2008,-0.3414,0.4835,2.290932618817594,2.1447597685441853,4.4356923873617795,-0.7821243960643265
Johnson County,IN,2012,-0.3831,0.5457,2.0150712224884426,2.4202852718190178,4.43535649430746,-0.7719737853353223
Putnam County,FL,2016,-0.3637,0.586,1.8347727310431285,2.5966738689724487,4.431446600015577,-0.667306842280386
Goshen County,WY,2008,-0.3569,0.6296,1.6412502657571075,2.789842314880972,4.431092580638079,-0.5857622198487117
Tolland County,CT,2008,0.2091,0.6645,1.4824827444555635,2.9359177864111716,4.418400530866735,0.30998714186565834
Codington County,SD,2016,-0.3933,0.5553,1.9648981171696929,2.453284413572988,4.418182530742681,-0.7727944294828402
Beaver County,PA,2012,-0.0655,0.5929,1.796800610600325,2.6170707000582665,4.413871310658592,-0.11769043999432129
Cabell County,WV,2016,-0.2502,0.4359,2.489348608573185,1.9238948135799523,4.413243422153137,-0.6228350218650108
Sagadahoc County,ME,2008,0.1611,0.7535,1.0877987216953018,3.324896049767775,4.412694771463077,0.17524437406511312
Luzerne County,PA,2008,0.0841,0.5546,1.9652249735635006,2.44736547792571,4.41259045148921,0.1652754202766904
Knox County,OH,2004,-0.268,0.608,1.7277025902755347,2.6799952138802317,4.407697804155767,-0.46302429419384333
Hutchinson County,SD,2008,-0.2891,0.6513,1.536574245402466,2.8695444500062615,4.406118695408727,-0.44422361434585295
Dodge County,NE,2008,-0.1201,0.5865,1.8212457860566962,2.5827972615760713,4.404043047632768,-0.2187316189054092
Lincoln County,WY,2012,-0.6796,0.6607,1.4932821425898473,2.9076153422592186,4.400897484849066,-1.0148345441040603
Warren County,IN,2008,-0.1028,0.616,1.6894641968127002,2.710464630360022,4.399928827172722,-0.1736769194323456
Thurston County,WA,2016,0.1511,0.623,1.6566256547476934,2.7372047954952983,4.393830450242992,0.2503161364323765
Hancock County,WV,2004,-0.0274,0.5971,1.7689546316785156,2.6213989321469393,4.390353563825455,-0.04846935690799133
Davison County,SD,2004,-0.2567,0.6254,1.6444150921164924,2.74488232418923,4.389297416305722,-0.4221213541463036
Suffolk County,VA,2012,0.1515,0.6702,1.44766498068159,2.941632020607818,4.389297001289408,0.21932124457326088
Wabasha County,MN,2016,-0.2639,0.7162,1.2449383030985188,3.1414182133208945,4.386356516419413,-0.32853921818769916
Tangipahoa Parish,LA,2004,-0.2572,0.5002,2.1886468571520745,2.1904663972945997,4.379113254446675,-0.5629199716595136
Lincoln County,NE,2008,-0.3545,0.618,1.6714269352565922,2.703549262165512,4.374976197422105,-0.5925208485484619
Suwannee County,FL,2012,-0.4477,0.5184,2.105351564871475,2.266375411360276,4.371726976231751,-0.9425658955929593
Alexandria City,VA,2004,0.3458,0.6391,1.5771779121310021,2.7923470791405554,4.3695249912715575,0.5453881220149005
Franklin County,ME,2012,0.1783,0.6763,1.4137574856344195,2.95308473552084,4.3668422211552596,0.252072959688617
Tuscarawas County,OH,2012,-0.092,0.5868,1.8010296110970745,2.558095236610695,4.359124847707769,-0.16569472422093084
Florence County,SC,2004,-0.1261,0.5113,2.1297502626927023,2.228478917953747,4.3582291806464495,-0.26856150812554974
Kane County,IL,2012,0.011000000000000001,0.4837,2.2499342223231946,2.107704067012818,4.357638289336013,0.024749276445555142
Douglas County,OR,2016,-0.3828,0.6119,1.690399132689951,2.665248253960786,4.355647386650737,-0.6470847879937132
Meade County,SD,2016,-0.5351,0.5613,1.9098153751732816,2.4431929188560884,4.35300829402937,-1.0219422072552231
Luna County,NM,2016,-0.0388,0.4041,2.593354573500225,1.758717264449581,4.352071837949806,-0.10062215745180872
Clay County,SD,2012,0.1544,0.4486,2.3967875816673105,1.9497647190622789,4.34655230072959,0.3700640026094328
Marion County,WV,2012,-0.1436,0.4737,2.2822707714757318,2.054453574640456,4.3367243461161875,-0.3277340827839151
Livingston Parish,LA,2004,-0.5442,0.5307,2.034609787371989,2.3005745693479986,4.335184356719988,-1.1072346462878364
Grant County,SD,2008,-0.0431,0.7028,1.2884318206790863,3.0461073291363583,4.334539149815445,-0.055531411471268624
Hubbard County,MN,2016,-0.3336,0.7052,1.2767985283857488,3.054599099413192,4.331397627798941,-0.4259399890694858
Beltrami County,MN,2004,0.0168,0.6643,1.4537383858364306,2.8765751316705326,4.330313517506963,0.02442280488205203
Kitsap County,WA,2016,0.1118,0.5985,1.73875696636164,2.591450925546016,4.330207891907656,0.19439302883923135
Des Moines County,IA,2012,0.1841,0.6581,1.479818136892702,2.8480072432550725,4.327825380147774,0.27243451900194643
Lincoln County,ME,2008,0.1204,0.7785,0.9585553092166522,3.369069824805768,4.32762513402242,0.11541005922968492
St. Joseph County,IN,2016,0.0021,0.5365,2.0057013146183444,2.321276016493365,4.326977331111709,0.004211972760698523
Windham County,CT,2012,0.1328,0.5025,2.149287162143348,2.171285243948614,4.320572406091962,0.28542533513263657
Navajo County,AZ,2004,-0.0761,0.4372,2.4309605057414636,1.8885606177266565,4.31952112346812,-0.1849960944869254
Geauga County,OH,2012,-0.2138,0.7262,1.1824433693896172,3.136064131362158,4.318507500751775,-0.2528063923755002
Lynchburg County,VA,2012,-0.1058,0.5835,1.7977638346119384,2.5188320229082777,4.316595857520216,-0.1902034137019431
Juniata County,PA,2016,-0.6119,0.5488,1.9439330966949269,2.364606587224363,4.30853968391929,-1.1894926618676258
Midland County,MI,2004,-0.139,0.7095,1.2510476551967287,3.0552532324288055,4.306300887625534,-0.1738956240723453
Buchanan County,MO,2004,-0.053,0.5683,1.85895544649579,2.4470121121926893,4.305967558688479,-0.09852463866427687
Preston County,WV,2004,-0.3264,0.5076,2.117839930517428,2.1828211902696917,4.30066112078712,-0.6912629533208886
Lawrence County,SD,2016,-0.3424,0.5793,1.8082697095844775,2.4896558424484807,4.297925552032958,-0.619151548561725
Marshall County,IA,2012,0.0936,0.6198,1.6337795782499296,2.663449108923949,4.297228687173878,0.15292176852419342
Eau Claire County,WI,2012,0.1352,0.6849,1.351466761641662,2.93759369154172,4.2890604531833825,0.18271830617395268
Benton County,IN,2008,-0.1626,0.603,1.7023453443806942,2.5857208854910265,4.2880662298717205,-0.2768013529963009
Columbia County,GA,2008,-0.4267,0.7361,1.1308555001471248,3.154302700496044,4.285158200643169,-0.48253604191277816
Walworth County,WI,2012,-0.1234,0.6559,1.4708872401431938,2.8034332527224497,4.274320492865644,-0.18150748543367012
Dallas County,IA,2008,-0.0553,0.8325,0.7153990584364212,3.556835531967218,4.272234590403639,-0.03956156793153409
Twin Falls County,ID,2004,-0.4999,0.5272,2.0194267493902247,2.2519951959557303,4.2714219453459545,-1.0095114320201735
Orangeburg County,SC,2012,0.4344,0.6092,1.6687042301281323,2.6014234042864626,4.270127634414595,0.7248851175676607
Lowndes County,GA,2008,-0.094,0.5216,2.0428228741067316,2.226948762081704,4.269771636188436,-0.19202535016603278
Calcasieu County,LA,2016,-0.3329,0.5546,1.9007692592238288,2.366991950061956,4.267761209285784,-0.6327660863956126
Warren County,NJ,2004,-0.2385,0.608,1.6729780031648909,2.594361745313895,4.267339748478786,-0.39900525375482643
Fallon County,MT,2008,-0.5209,0.7054,1.2561963322021188,3.00814907644387,4.264345408645989,-0.6543526694440838
Cowlitz County,WA,2004,0.0323,0.5927,1.73690509375894,2.5271159923000637,4.264021086059004,0.056102034528413766
Eagle County,CO,2004,0.0654,0.5889,1.750781162285202,2.50763773561292,4.258418897898122,0.11450108801345221
Carroll County,GA,2016,-0.4007,0.5023,2.1194883886012814,2.1388083573393084,4.25829674594059,-0.8492789973125334
Seneca County,OH,2004,-0.1826,0.6292,1.575989790406774,2.674644141905762,4.250633932312536,-0.2877757357282769
Greene County,AR,2004,-0.0482,0.4659,2.2700058704285246,1.9804896481294192,4.250495518557944,-0.10941428295465488
Centre County,PA,2012,0.0025,0.5326,1.986554675444326,2.2637679371266333,4.250322612570959,0.004966386688610815
Huron County,OH,2004,-0.1662,0.5961,1.7160095070720642,2.5326425467314095,4.2486520538034735,-0.285200780075377
Fond du Lac County,WI,2012,-0.1494,0.674,1.3843234731862935,2.8623394941377027,4.246662967323996,-0.20681792689403225
Saint Clair County,IL,2004,0.1078,0.5916,1.7339342221101794,2.511482106140162,4.245416328250341,0.18691810914347737
Monroe County,PA,2012,0.1326,0.4812,2.2007649231079265,2.041459615681707,4.242224538789634,0.29182142880411105
Kane County,IL,2016,0.105,0.5054,2.097743197093286,2.143371324212472,4.241114521305758,0.22026303569479502
Randolph County,WV,2008,-0.1404,0.486,2.1778647102638398,2.059407427699288,4.237272137963128,-0.3057722053210431
Sebastian County,AR,2016,-0.377,0.4576,2.2966307457848902,1.937896155001893,4.234526900786783,-0.8658297911609036
Nobles County,MN,2016,-0.2973,0.5414,1.9413497275018914,2.291812205661423,4.233161933163315,-0.5771632739863123
Hidalgo County,TX,2012,0.41700000000000004,0.2617,3.1196228837556395,1.1057737157984802,4.22539659955412,1.3008827425261018
Yakima County,WA,2012,-0.1164,0.4494,2.3247980972039737,1.8977114168858142,4.222509514089788,-0.27060649851454255
Columbia County,FL,2016,-0.4447,0.5333,1.9694795495017654,2.250889777352782,4.220369326854548,-0.8758275556634351
Armstrong County,PA,2004,-0.2219,0.5742,1.795728491878174,2.421795858788081,4.217524350666255,-0.3984721523477668
Sullivan County,TN,2004,-0.3659,0.5223,2.0113148634872107,2.1990670739553404,4.210381937442551,-0.7359401085499704
Racine County,WI,2008,0.0741,0.6990000000000001,1.2669715219127538,2.9429133102922673,4.209884832205021,0.09388258977373505
Madison County,IN,2012,-0.045,0.52,2.019445834372024,2.18772257149378,4.207168405865803,-0.09087506254674108
Travis County,TX,2004,0.1402,0.568,1.8174090987167253,2.389130452550073,4.206539551266799,0.25480075564008486
Fillmore County,MN,2016,-0.217,0.6983,1.2683024683091542,2.935123254586079,4.203425722895233,-0.27522163562308644
Ouachita Parish,LA,2008,-0.2517,0.6147,1.6187512564419884,2.5830262568089286,4.201777513250917,-0.4074396912464484
Rio Arriba County,NM,2008,0.5087,0.5989,1.68529571783722,2.516430979300353,4.201726697137573,0.8573099316637939
Frederick County,VA,2012,-0.2794,0.5991,1.683114407318127,2.5151002151482618,4.198214622466389,-0.47026216540468463
Fayette County,GA,2016,-0.1947,0.703,1.2454061666050897,2.9484906835420768,4.1938968501471665,-0.24248058063801098
Cleveland County,NC,2016,-0.3025,0.5912,1.7139178484511994,2.4789021932806827,4.192820041731882,-0.5184601491564879
Rolette County,ND,2012,0.4967,0.4753,2.198650199377537,1.9916926781226962,4.190342877500234,1.0920695540308225
Gloucester County,NJ,2016,-0.0048,0.622,1.5835900104517018,2.6063013927754377,4.189891403227139,-0.007601232050168168
Moore County,NC,2016,-0.2908,0.6457,1.4825802789173164,2.7019162714665006,4.184496550383817,-0.4311343451091556
Fayette County,GA,2008,-0.3066,0.8106,0.7900715911126658,3.3805421852563793,4.170613776369045,-0.24223594983514332
Tuscaloosa County,AL,2012,-0.1739,0.5029,2.072369244743902,2.0961589941571,4.168528238901002,-0.3603850116609646
Uinta County,WY,2016,-0.5778,0.5845,1.7303132463118678,2.4345402267103444,4.164853473022212,-0.9997749937189971
Thurston County,WA,2008,0.2172,0.7128,1.19563482616416,2.96728480861083,4.16291963477499,0.25969188424285555
Hamilton County,IN,2004,-0.4909,0.5941,1.6876331284390138,2.4701124671711243,4.157745595610138,-0.8284591027507119
Bibb County,GA,2012,0.2,0.5562,1.8383833026766867,2.304353143452626,4.142736446129313,0.3676766605353374
Kitsap County,WA,2008,0.1233,0.7029,1.2305746404981643,2.911737060889477,4.142311701387642,0.15172985317342366
Cibola County,NM,2012,0.2381,0.4003,2.483909268258219,1.6577495019231234,4.141658770181342,0.5914187967722819
Platte County,MO,2004,-0.1165,0.6536,1.4340329216117367,2.706221300361717,4.1402542219734535,-0.16706483536776734
Martin County,MN,2016,-0.4111,0.6753,1.3442360052437194,2.7960002708318408,4.14023627607556,-0.5526154217556931
Spotsylvania County,VA,2008,-0.0687,0.6629999999999999,1.3953545951734314,2.74486748186103,4.140222077034461,-0.09586086068841473
Putnam County,WV,2012,-0.3694,0.5474,1.8729623851951156,2.2648270279523612,4.137789413147477,-0.6918723050910757
Cape May County,NJ,2004,-0.1449,0.6609999999999999,1.4009919373497475,2.7318078102311634,4.132799747580911,-0.20300373172197841
Mahoning County,OH,2016,0.032,0.6409999999999999,1.4825678955208534,2.6466857418239793,4.129253637344833,0.04744217265666731
Jackson County,WV,2008,-0.1871,0.5632,1.8025281520255978,2.324462727691238,4.1269908797168355,-0.3372530172439893
Hampden  County,MA,2016,0.1645,0.5611,1.8111659042662769,2.3152785781150924,4.12644448238137,0.29793679125180256
Florence County,SC,2016,-0.0494,0.5492,1.858253967728991,2.2635150151287493,4.12176898285774,-0.09179774600581216
Denton County,TX,2012,-0.3155,0.4682,2.1889909875299844,1.9269092354062594,4.115900222936244,-0.6906266565657101
Rockingham County,VA,2012,-0.405,0.5855,1.7059890067360002,2.409503877050044,4.115492883786044,-0.6909255477280801
Bedford County,VA,2012,-0.4401,0.6285,1.5290045683397067,2.5863501003441143,4.115354668683821,-0.6729149105263049
Navajo County,AZ,2012,-0.0784,0.4899,2.0983366409803677,2.015489866794756,4.113826507775124,-0.16450959265286083
Kandiyohi County,MN,2004,-0.1109,0.7074,1.2021690874914803,2.906251596518584,4.108420684010064,-0.13332055180280517
Lowndes County,GA,2016,-0.1746,0.4471,2.2702914779175476,1.835787332511314,4.106078810428862,-0.3963928920444038
Westchester County,NY,2016,0.3368,0.5533,1.833546191940877,2.27107944128007,4.104625633220947,0.6175383574456874
Lake County,OH,2016,-0.1504,0.6512,1.4305053397846785,2.6712770872948695,4.101782427079548,-0.21514800310361565
Beaufort County,NC,2012,-0.1923,0.6332,1.5045778943797905,2.597057137185812,4.1016350315656025,-0.28933032908923373
Walton County,FL,2016,-0.5613,0.6431,1.4634272757345708,2.637446596328963,4.100873872063533,-0.8214217298698147
Lake County,MT,2016,-0.2101,0.5836,1.7069533618397037,2.392362473136467,4.099315834976171,-0.3586309013225218
Yamhill County,OR,2012,-0.0649,0.5611,1.7993307396327576,2.299856535655597,4.0991872752883545,-0.11677656500216596
Lowndes County,MS,2012,-0.0048,0.6037,1.6236589724820418,2.4737913253670287,4.097450297849071,-0.0077935630679138
Charles County,MD,2004,0.0157,0.5876,1.689175344787074,2.4065965717298363,4.09577191651691,0.026520052913157063
Union County,SD,2012,-0.2522,0.6914,1.2632121059113848,2.8296547202898497,4.092866826201234,-0.3185820931108512
Kenton County,KY,2004,-0.3103,0.5839,1.7018182889963902,2.3876750347457194,4.08949332374211,-0.52807421507558
Spink County,SD,2008,-0.0336,0.636,1.4880592200559075,2.599928161604897,4.087987381660804,-0.04999878979387849
Garland County,AR,2012,-0.2998,0.5312,1.9137028456692153,2.168529561471699,4.082232407140914,-0.5737281131316307
Randolph County,WV,2004,-0.1411,0.5153,1.9770777086878777,2.10209799153519,4.079175700223067,-0.27896566469585954
Bossier Parish,LA,2004,-0.415,0.5451,1.8525517993970113,2.2200989081871576,4.072650707584169,-0.7688089967497597
Webster County,IA,2012,0.0584,0.6276,1.5165621106467408,2.5555922734177967,4.072154384064538,0.08856722726176966
Carbon County,WY,2012,-0.3131,0.5393,1.8758808659736894,2.196062690040062,4.071943556013752,-0.5873382991363622
Levy County,FL,2012,-0.3216,0.5808,1.7061866439016231,2.3643732176959427,4.070559861597566,-0.5487096246787619
Faulkner County,AR,2016,-0.3097,0.5074,2.0028443515178513,2.0633642619077217,4.066208613425573,-0.6202808956650785
Pickaway County,OH,2004,-0.2443,0.5576,1.7968701502418285,2.264494384455207,4.061364534697035,-0.4389753777040787
Stokes County,NC,2012,-0.4264,0.5857,1.6813800906793155,2.3770439563429324,4.058424047022248,-0.7169404706656601
Ashland County,OH,2004,-0.3056,0.61,1.582629083412135,2.4752671638940402,4.057896247306175,-0.48365144789074843
Stafford County,VA,2008,-0.0632,0.6945,1.2381830232220035,2.8152291739555637,4.053412197177567,-0.07825316706763062
Augusta County,VA,2012,-0.4209,0.5746,1.7225057114516245,2.3269894610230333,4.049495172474658,-0.7250026539499888
Atlantic County,NJ,2008,0.1506,0.6344,1.4803080309277319,2.5683008849299562,4.048608915857688,0.22293438945771643
Broomfield County,CO,2016,0.1423,0.7206,1.1301191971448357,2.914937203749775,4.045056400894611,0.16081596175371013
Terrebonne Parish,LA,2004,-0.3124,0.5219,1.932143683917197,2.1093149069379633,4.041458590855161,-0.6036016868557323
Columbia County,PA,2004,-0.2,0.5181,1.946268138629866,2.0925244534770866,4.038792592106953,-0.3892536277259732
Nye County,NV,2008,-0.1338,0.5477,1.8266089634224412,2.2116031117920847,4.038212075214526,-0.24440027930592262
Nash County,NC,2016,-0.0018,0.655,1.39324147178142,2.6449281007034173,4.038169572484837,-0.002507834649206556
Clinton County,IA,2008,0.2303,0.6671,1.3442746054640808,2.6936708797395115,4.0379454852035925,0.30958644163837784
Rockingham County,NC,2016,-0.2981,0.5820000000000001,1.6846746488483317,2.3460037814232466,4.030678430271578,-0.5022015128216877
Florence County,WI,2004,-0.2606,0.7197,1.1292885286224355,2.899323234653642,4.028611763276078,-0.2942925905590067
Muskingum County,OH,2012,-0.0608,0.5664,1.7464845635987678,2.2811364689983695,4.027621032597137,-0.10618626146680508
